id;class;avg;sentence;particle;verb;unigrams;all;nounsabs;subjabs;objabs;subjcase;objcase;objanimacy;subjanimacy;casegovernment;advfreq;vfreq;pvfreq
164;non-literal;3.67;'muidu ei pääsema opp kui raha ette ei maksma';ette;maksma;non-literal;2.39;5.49;0;7.52;nosubj;part;no;0;0;124146;166250;642
165;non-literal;4.67;'ema ütlema mina et kui mina nüüd miski tegema tahtma pidama ette vaatama';ette;vaatama;non-literal;2.18;8.11;1.91;0;nom;noobj;0;yes;0;124146;123733;558
166;non-literal;4.67;'jaapanlane vaatama pikalt ette ja ühekordne aktsioon ei saavutama miski';ette;vaatama;non-literal;2.42;4.28;5.62;0;nom;noobj;0;yes;0;124146;123733;558
167;non-literal;4.67;'jõudma teine euroopa riik tase pidama kaugele ette vaatama';ette;vaatama;non-literal;3.11;3.32;1.91;0;nom;noobj;0;yes;0;124146;123733;558
168;literal;0;'vaatama ainult ette tahtma võistlema võitma ja maailmarekord ise saama';ette;vaatama;non-literal;2.32;6.8;1.91;0;nom;noobj;0;yes;0;124146;123733;558
169;non-literal;4.67;'inglismaa koondis vaatama ette ronaldinho olema karistusala suurepärane näitleja';ette;vaatama;non-literal;4.72;6.9;6.49;0;nom;noobj;0;yes;0;124146;123733;558
170;non-literal;4.67;'ajateenija sõna paluma ülemus tema ette vaatama kui auto välja hüppama';ette;vaatama;non-literal;4.31;6.73;0;0;nosubj;noobj;0;0;0;124146;123733;558
171;non-literal;4.67;'maarja lubama libe paremini ette vaatama';ette;vaatama;non-literal;3.33;6.31;0;0;nosubj;noobj;0;0;0;124146;123733;558
172;non-literal;4.67;'leiduma ka uhke auto mis mõlk olema küllap tema vaatama ette';ette;vaatama;non-literal;3.16;8.32;3.27;0;nom;noobj;0;yes;0;124146;123733;558
173;non-literal;4.67;'olema ebareaalne ootama erainvestor et tema vaatama kaugemale ette praegune ebastabiilne olukord';ette;vaatama;non-literal;2.18;2.88;3.27;0;nom;noobj;0;yes;0;124146;123733;558
174;non-literal;4.67;'mina pidama väga ette vaatama objekt valik kui ei tahtma tüli minema kogu ühiskond';ette;vaatama;non-literal;2.25;3.16;1.91;0;nom;noobj;0;yes;0;124146;123733;558
175;non-literal;4.67;'säärane käitumine tulenema tema arvates tõik et investor vaatama ette kuristik teine kallas';ette;vaatama;non-literal;3.19;4.36;6.32;0;nom;noobj;0;yes;0;124146;123733;558
176;non-literal;4;'näima et see osa olema film tabama kümme et ilmselt olema see ette kavatsema';ette;kavatsema;non-literal;2.13;4.56;0;2.13;nosubj;part;no;0;0;124146;49551;510
177;non-literal;4;'pealtnägija hinnang olema mees peskmine ette kavatsema';ette;kavatsema;non-literal;3.54;5.21;0;5.31;nosubj;nom;no;0;0;124146;49551;510
178;non-literal;4;'piruett olema ette kavatsema';ette;kavatsema;non-literal;2.31;5.32;0;5.32;nosubj;nom;no;0;0;124146;49551;510
179;non-literal;4;'ajalugu näitama et relvastatud riigipööre tagajärg arenema ikka kaugemale kui ette kavatsema';ette;kavatsema;non-literal;2.33;2.81;0;0;nosubj;noobj;0;0;0;124146;49551;510
180;non-literal;4.33;'pikalt ette mõtlema olema enam tarvis';ette;mõtlema;non-literal;1.53;0;0;0;nosubj;noobj;0;0;0;124146;112229;522
181;non-literal;4.33;'mõtlema pool sajand ette';ette;mõtlema;non-literal;3.61;3.55;0;0;nosubj;noobj;0;0;0;124146;112229;522
182;non-literal;4.33;'mõlema mees elama üks päev kaupa kaugemale ette mõtlema';ette;mõtlema;non-literal;3.49;6.59;7.31;0;nom;noobj;0;yes;0;124146;112229;522
183;non-literal;4.33;'ei 1988 ega 1990 aasta olema aeg ega vajadus kaugele ette mõtlema';ette;mõtlema;non-literal;2.18;2.76;0;0;nosubj;noobj;0;0;0;124146;112229;522
184;non-literal;4.33;'nagu male kus olema tarvis mitu käik ette mõtlema';ette;mõtlema;non-literal;2.94;7.44;0;6.58;nosubj;part;no;0;0;124146;112229;522
185;non-literal;4.33;'hoidma üks käik silm peal sama aeg mõtlema kaks käik ette';ette;mõtlema;non-literal;4.44;5.47;3.02;6.58;nom;part;no;yes;0;124146;112229;522
186;non-literal;4.33;'olema nii pikalt ette mõtlema';ette;mõtlema;non-literal;1.35;0;0;0;nosubj;noobj;0;0;0;124146;112229;522
187;literal;0;'mets sattuma tema ette auto seejärel tütarlaps auto';ette;sattuma;non-literal;5.26;8.6;9.8;0;nom;noobj;0;no;0;124146;46362;323
188;non-literal;3;'nii sattuma see põlvkond võrra ette';ette;sattuma;non-literal;2.07;2.84;1.91;0;nom;noobj;0;yes;0;124146;46362;323
190;literal;0;'ikka sattuma ette mõni huvitav kuivanud puu või oks või juurekõverik';ette;sattuma;non-literal;4.37;8.4;8.4;0;nom;noobj;0;no;0;124146;46362;323
191;literal;0;'kitsas rada sattuma ette mees kes ei suutma või ei viitsima rabama';ette;sattuma;non-literal;3.4;7.41;7.31;0;nom;noobj;0;yes;0;124146;46362;323
193;literal;2;'nüüd tulema lihasööja bakter ja sööma ära kõik mis tee sattuma';ette;sattuma;non-literal;3.17;6.82;1.14;0;nom;noobj;0;no;0;124146;46362;323
194;non-literal;4.33;'teise mees niisugune kirjeldus meesautor sulg ei sattuma just sageli ette';ette;sattuma;non-literal;2.85;5.12;2.13;0;part;noobj;0;no;0;124146;46362;323
195;literal;0.67;'kiirema lõiku sattuma alati kolm treiler ette see tegema ainult närviline';ette;sattuma;non-literal;3.02;6.44;8.42;0;nom;noobj;0;no;0;124146;46362;323
197;non-literal;3.33;'autraalia farmer saama kuivaperiood ette valmistuma ja müüma kogu oma liigne kari maha';ette;valmistuma;non-literal;3.73;6.62;7.73;0;nom;noobj;0;yes;tr;124146;10843;288
198;non-literal;3.33;'väidetavalt olema katoliiklane ette valmistama kui politsei olema mingi põhjus siiski lubama protestant sisenema';ette;valmistuma;non-literal;2.52;4.98;4.96;0;nom;noobj;0;yes;0;124146;10843;288
199;non-literal;3.33;'kõik olema rõõmus valmistuma see ette nagu mingi ülemaailmne piknik';ette;valmistuma;non-literal;2.41;7.66;2.09;0;nom;noobj;0;yes;tr;124146;10843;288
200;non-literal;3.33;'üldiselt olema eurooplane uues ajastu paremini ette valmistuma kui ameeriklane';ette;valmistuma;non-literal;2.29;4.14;6.09;0;nom;noobj;0;yes;tr;124146;10843;288
201;non-literal;3.33;'mina pidama niimoodi ette valmistuma';ette;valmistuma;non-literal;1.28;0;1.91;0;nom;noobj;0;yes;0;124146;10843;288
202;non-literal;3.33;'kohale tulnud eesti kirjastus olema aga üsna hästi ette valmistuma';ette;valmistuma;non-literal;2.43;4.8;7.2;0;nom;noobj;0;no;0;124146;10843;288
203;non-literal;3.33;'et mitte jääma loll tulema väga põhjalikult ette valmistuma';ette;valmistuma;non-literal;1.69;0;0;0;nosubj;noobj;0;0;0;124146;10843;288
204;non-literal;3.33;'tema uskuma et roostlane olema küll formaalselt hästi ette valmistuma';ette;valmistuma;non-literal;1.96;6.6;6.6;0;nom;noobj;0;yes;0;124146;10843;288
205;non-literal;3.33;'lisaks ei olema tema ka kätte saanud oma klienti seppik et kohtuistung ette valmistuma';ette;valmistuma;non-literal;3.13;5.31;0;0;nosubj;noobj;0;0;tr;124146;10843;288
206;non-literal;3.67;'tegelikult olema naljakas kuulma kuidas tänav fuck ette ja taha käima';ette;käima;non-literal;3.23;7.15;6.48;0;nom;noobj;0;no;0;124146;190363;241
207;non-literal;3.67;'eesti elama õige vööndiaeg sügis kevad kevad ja suvi käima kell vööndiaeg tund aeg ette';ette;käima;non-literal;3.77;4.4;7.7;0;nom;noobj;0;no;0;124146;190363;241
208;non-literal;3.67;'viimane hoolitsema see eest väga range et aatomkell ei hakkama käima ette ega jääma taha';ette;käima;non-literal;1.95;5.59;5.59;0;nom;noobj;0;no;0;124146;190363;241
209;non-literal;3.67;'kui inimene sulgema pime ruum hakkama bioloogiline kell valetama tavaliselt ette käima';ette;käima;non-literal;3.48;6.51;7.7;0;nom;noobj;0;no;0;124146;190363;241
210;non-literal;3.33;'spetsialist küsima varsti raha lõpp ette ja kaduma nädal';ette;küsima;non-literal;3.22;4.93;5.58;7.52;nom;gen;no;yes;0;124146;76304;82
211;non-literal;3.33;'hoone omanik kavatsema küsima uus rentnik büroopind ehitamine raha ette';ette;küsima;non-literal;4.51;6.76;6.41;7.52;nom;gen;no;yes;0;124146;76304;82
212;non-literal;3.33;'planeerima ikka ja nädal-paar küsima ette selgitama kuldkepp kuidas tema püüdma oma töö materjalipuudus vältima';ette;küsima;non-literal;2.49;4.43;1.91;0;nom;noobj;0;yes;0;124146;76304;82
213;non-literal;3.33;'mitu aasta küsima ette millal tulema';ette;küsima;non-literal;2.44;3.56;3.27;0;nom;noobj;0;yes;0;124146;76304;82
214;non-literal;3.33;'seevastu türgi küsima arst sageli raha ette';ette;küsima;non-literal;3.89;7.17;7.58;7.52;nom;gen;no;yes;0;124146;76304;82
215;non-literal;3.33;'tema küsima ette 500-1000 kroon ja siis raha kaduma';ette;küsima;non-literal;3.77;7.91;3.27;8.3;nom;part;no;yes;0;124146;76304;82
216;non-literal;5;'mere puiestee äärde olema ette nähtud rida peaasjalikult neljakorruseline linnaelamu';ette;nägema;non-literal;4.03;5.88;0;6.19;nosubj;nom;no;0;0;124146;217867;28477
217;non-literal;5;'ent ärireegel nägema ette et kui võlgnik raha ära ei maksma tulema tema veenma';ette;nägema;non-literal;2.42;5.12;2.4;0;nom;noobj;0;no;0;124146;217867;28477
218;non-literal;5;'seadus selline tähtaeg muidugi ette ei nägema';ette;nägema;non-literal;1.82;3.05;3.01;3.09;nom;part;no;no;0;124146;217867;28477
219;non-literal;5;'kuigi uudis laps adopteerimine tabama pea terve meelelehutusmaailm ootamatult oskama vähemalt üks calista kolleeg see samm ette nägema';ette;nägema;non-literal;3.81;5.61;6.97;5.59;nom;part;no;yes;0;124146;217867;28477
220;non-literal;5;'kaugele ette mina nägema ei oskama kuid lähiaeg jääma kõik endine';ette;nägema;non-literal;1.7;1.83;1.91;0;nom;noobj;0;yes;0;124146;217867;28477
221;non-literal;5;'rent olema veebruar saadik maksma ja väljaostmata jätmine eest olema ette nägema leppetrahv';ette;nägema;non-literal;2.45;3.11;0;2.74;nosubj;nom;no;0;0;124146;217867;28477
222;non-literal;5;'tänavu olema ette nägema vestlusring';ette;nägema;non-literal;2.63;6.82;0;6.82;nosubj;part;no;0;0;124146;217867;28477
223;non-literal;5;'titt tervis ja areng olema raske ette nägema';ette;nägema;non-literal;2.4;3.99;0;2.17;nosubj;part;no;0;0;124146;217867;28477
224;non-literal;5;'eriti salajane grupeering hoolitsema see eest et kõik minema nii nagu teos kangelane hari seldon kunagi ette nägema';ette;nägema;non-literal;2.76;5.64;4.39;0;nom;noobj;0;yes;0;124146;217867;28477
225;non-literal;5;'olema nägema unenägu ka palju asi ette';ette;nägema;non-literal;2.26;2.78;1.91;3.59;nom;part;no;yes;0;124146;217867;28477
226;non-literal;5;'õhk tulema tarbima ikka see ette nägema organ kaudu';ette;nägema;non-literal;3.1;5.72;0;0;nosubj;noobj;0;0;0;124146;217867;28477
227;non-literal;4;'muudatus võtma ette seetõttu et praktika tekkima sageli küsimus kas erastama ei tohtima aga võõrandama võima';ette;võtma;non-literal;1.66;2.51;0;2.37;nosubj;nom;no;0;0;124146;350220;15313
228;non-literal;3.33;'mina võtma alati raha ette';ette;võtma;non-literal;2.97;7.52;1.91;7.52;nom;gen;no;yes;0;124146;350220;15313
229;non-literal;3;'supp ja praad olema sööma nüüd võtame ette magustoit';ette;võtma;non-literal;4.42;8.39;1.91;8.39;nom;gen;no;yes;0;124146;350220;15313
230;non-literal;3.67;'nüüd tulema võtma ette kuum kartul lisama tema tripsuke või ja kastma kartliamps enne suhupanemine sibulasoolvesi sisse';ette;võtma;non-literal;3.57;7.45;0;8.62;nosubj;nom;no;0;0;124146;350220;15313
231;non-literal;4.33;'nädalavahetus võtma ette pikem retk siis tegema ikka mõni jooksusamm ka';ette;võtma;non-literal;3.18;5.17;1.91;4.08;nom;part;no;yes;0;124146;350220;15313
232;non-literal;4.33;'tegelikult ei oskama mitte keegi ennustama mis võrtsjärv järgmine ette võtma';ette;võtma;non-literal;2.47;7.7;7.7;1.14;nom;part;no;no;0;124146;350220;15313
233;non-literal;4.33;'lõpuks jääma ainult soovima et ka teine võtma ette vaim otsimine reis venemaa';ette;võtma;non-literal;2.44;3.28;4.49;6.48;nom;part;no;yes;0;124146;350220;15313
234;literal;1.33;'võtma ette leht paber ja hakkama kiitma see asi olema vist ebasünnis';ette;võtma;non-literal;3.1;6.89;0;7.94;nosubj;nom;no;0;0;124146;350220;15313
235;literal;1.33;'kohusetundlik kulturträger võtma magustoit ette baskin dessert mis kujutama ise maasika-kohupiim vaht pisang-ambon';ette;võtma;non-literal;3.97;7.43;1.91;7.97;nom;gen;no;yes;0;124146;350220;15313
236;literal;1.33;'viimane häda võtma tüdruk ette telefoniraamat ja hakkama tema sobiv tunduv firma läbi helistama';ette;võtma;non-literal;3.22;5.68;7.36;7.75;nom;gen;no;yes;0;124146;350220;15313
237;non-literal;4.67;'võtma kohe oma elu miski ette kohe';ette;võtma;non-literal;1.65;1.84;3.02;1.41;nom;part;no;yes;0;124146;350220;15313
238;non-literal;4.67;'soovitama soojalt miski ette võtma sest see peletama küll eemale';ette;võtma;non-literal;1.61;0;1.91;1.41;nom;part;no;yes;0;124146;350220;15313
239;non-literal;4.33;'mina ei kujutama ette et see eesti rahvusriiklus piirama';ette;kujutama;non-literal;1.7;1.75;1.91;0;nom;noobj;0;yes;0;124146;27183;11608
240;non-literal;4.33;'vähene kujutama ise ette mis minema maksma laps üleskasvatamine';ette;kujutama;non-literal;2.67;5.05;2.33;0;nom;noobj;0;yes;0;124146;27183;11608
241;non-literal;4.33;'esialgu kujutama ette et istuma laud taga kuid nüüd olema rahul et grupp seadma ise sisse vaba ring';ette;kujutama;non-literal;2.89;6.96;3.27;0;nom;noobj;0;yes;0;124146;27183;11608
242;non-literal;4.33;'proovima ise ette kujutama mis toimuma üks eeslinn getonoor hing';ette;kujutama;non-literal;2.65;3.86;3.02;0;nom;noobj;0;yes;0;124146;27183;11608
243;non-literal;4.33;'mina ei suutma ette kujutama et suutma naine erinev meeleolu alati rahuldama';ette;kujutama;non-literal;2.03;4.52;1.91;0;nom;noobj;0;yes;0;124146;27183;11608
244;non-literal;4.33;'vastandlikuma paar olema raske ette kujutama';ette;kujutama;non-literal;2.32;6.53;0;6.53;nosubj;part;yes;0;0;124146;27183;11608
245;non-literal;4.33;'kujutama ette teatrikriitik õhin kuna mõni aeg pärast tooma hamlet lava pealinn draamateater';ette;kujutama;non-literal;3.88;5.84;3.02;1.62;nom;part;no;yes;0;124146;27183;11608
246;non-literal;4.33;'võima vaid ette kujutama mis saama siis kui eesti legaliseerima kanep';ette;kujutama;non-literal;2;5.37;0;0;nosubj;noobj;0;0;0;124146;27183;11608
247;non-literal;4.33;'patrioot ei kujutama ette kuidas south park ajastu noor tema sõnum vastu võtma';ette;kujutama;non-literal;3.01;4.54;4.14;0;nom;noobj;0;yes;0;124146;27183;11608
248;non-literal;4.33;'tänapäev olema raske ette kujutama et üks peamine kulu kokkuhoiu põhimõte äriprojekt olema odav orjatöö kasutamine';ette;kujutama;non-literal;2.07;2.49;0;0;nosubj;noobj;0;0;0;124146;27183;11608
249;non-literal;3.67;'ega mina telekas saade eriti ei vaatama jälgima ainult kas uus kanal olema juurde tulema';juurde;tulema;non-literal;2.7;6.3;6.81;0;part;noobj;0;no;0;27405;619571;5651
250;non-literal;4.33;'tõbine tulema tasapisi juurde';juurde;tulema;non-literal;2.33;2.89;2.89;0;part;noobj;0;yes;0;27405;619571;5651
251;literal;0;'üks mina veidi vanem poiss tulema juurde ja ütlema vend mis vahtima siin';juurde;tulema;non-literal;3.6;7.02;7.25;0;nom;noobj;0;yes;0;27405;619571;5651
252;non-literal;4.33;'nüüd tulema veel paarkümmend tasuta lõunalkäija juurde';juurde;tulema;non-literal;2.87;4.95;5.3;0;nom;noobj;0;yes;0;27405;619571;5651
253;non-literal;4.33;'samas olema lugeja juurde tulema ainult 18%';juurde;tulema;non-literal;2.37;5.45;5.45;0;part;noobj;0;yes;0;27405;619571;5651
254;literal;0;'aeg-ajalt tulema tõnis juurde ütlema vaatama see pilt kas sina märkama seal selline veider ja põnev detail';juurde;tulema;non-literal;2.8;6.22;6.68;0;nom;noobj;0;yes;0;27405;619571;5651
255;non-literal;4.33;'madis oviir rahu lahkumine tulem juurde üks mure';juurde;tulema;non-literal;3.55;3.42;1.24;0;nom;noobj;0;no;0;27405;619571;5651
256;non-literal;4.33;'sõidumõnu tulema juurde hoopis rohkem';juurde;tulema;non-literal;2.59;2.84;2.84;0;part;noobj;0;no;0;27405;619571;5651
257;non-literal;4.33;'kuskil tulema üks null kogemata juurde';juurde;tulema;non-literal;3.19;3.74;3.74;0;nom;noobj;0;no;0;27405;619571;5651
258;non-literal;4;'praegu rahuldama vaid püsiklient igapäevane vajadus uus klient laen juurde ei tõmbama';juurde;tõmbama;non-literal;3.19;4.53;0;6.67;nosubj;part;yes;0;0;27405;30634;66
259;literal;1.67;'kuidas see juurde tõmbama see kogemus olema tema filigraanne';juurde;tõmbama;non-literal;2.09;1.67;0;2.13;nosubj;part;yes;0;0;27405;30634;66
260;non-literal;4;'rektor sõna ei suutma õppejõukarjäär palju eriala inimene juurde tõmbama';juurde;tõmbama;non-literal;3.41;4.75;0;6.18;nom;part;yes;no;0;27405;30634;66
261;non-literal;4;'uus autotee ei lahendama liiklusprobleem vaid tõmbama veel rohkem liiklus juurde';juurde;tõmbama;non-literal;3.21;6.13;7.23;7.31;nom;part;no;no;0;27405;30634;66
262;non-literal;4;'haldna sõna olema taoline kiirlaskumine välja mõtlema televisioon huvi et ala sponsor juurde tõmbama';juurde;tõmbama;non-literal;3.56;4.7;0;4.47;nosubj;part;yes;0;0;27405;30634;66
263;non-literal;4;'vajadus korral võima olümpiakomitee moodustama eraldi sihtasutus või fond kuhu saama juurde tõmbama ka eraettevõte raha';juurde;tõmbama;non-literal;3.26;4.18;0;7.52;nosubj;part;no;0;0;27405;30634;66
264;non-literal;4;'põhikool säilimine olema vaja laps juurde tõmbama';juurde;tõmbama;non-literal;3.73;5.7;0;7.62;nosubj;part;yes;0;0;27405;30634;66
265;non-literal;4;'üks pool olema soovitav sinna teadlikult tõmbama juurde eestlane';juurde;tõmbama;non-literal;3.09;5.74;0;5.74;nosubj;part;yes;0;0;27405;30634;66
266;literal;2;'pärast pressikonverents ei laskma kaitseminister mina minema vaid tõmbama juurde et sina saama üheskoos mina kinnitama et kaitseminister ja kaitsevägi juhataja vahel ei hõõguma tüli';juurde;tõmbama;non-literal;3.15;5.85;7.06;1.91;nom;part;yes;yes;0;27405;30634;66
267;literal;2;'alumine korrus olema lõikama rida aken juurde ja see muutma endine riietehoid hubane baariruum';juurde;lõikama;non-literal;4.56;7.77;0;9.15;nosubj;part;no;0;0;27405;14943;20
268;non-literal;4;'kui rattatee ei tahtma ära mahtuma lõikama maa juurde sõidutee';juurde;lõikama;non-literal;3.49;6.62;0;5.43;nosubj;part;no;0;0;27405;14943;20
269;non-literal;4;'eesti lõikama juurde ja õmblema umbes kolmandik kogu ettevõte toodang ülejäänu valmima venemaa';juurde;lõikama;non-literal;3.36;3.54;0;4.55;nosubj;nom;no;0;0;27405;14943;20
270;non-literal;4;'kogu pahandus algama tegelikult see et stahl krunt tahtma esimene variant järgi juurde lõikama tükk kadriorg park';juurde;lõikama;non-literal;3.86;6.24;0;7.51;nosubj;nom;no;0;0;27405;14943;20
271;non-literal;5;'hukkunu omaksed häirima et metsamaa näima õnnetus abil kuulsus vaid juurde lõikama';juurde;lõikama;non-literal;2.82;4.13;4.86;1.41;nom;part;no;yes;0;27405;14943;20
272;literal;1;'bubiluulia vaatama tema järele ja pomisema endamisi';järele;vaatama;non-literal;2.78;0;0;0;nom;noobj;0;yes;all;19230;123733;778
273;literal;1;'mina sõitma jalgratas politseijaoskond mööda ja üks politseinik vaatama mina pikk pilk järele';järele;vaatama;literal;4.69;7.64;7.8;0;nom;noobj;0;yes;all;19230;123733;778
274;non-literal;4;'kui anvar mina eesti kutsuma siis vaatama kaart järele et aa selline koht siis';järele;vaatama;non-literal;2.98;5.21;1.91;0;nom;noobj;0;yes;abl;19230;123733;778
275;non-literal;4;'lõpp lõpp võima ju alati internet järele vaatama';järele;vaatama;non-literal;2.39;3.71;0;0;nosubj;noobj;0;0;el;19230;123733;778
276;literal;1;'mina sööma parajasti lõuna kui tormama sisse mees kena tütarlaps selline kes tänav vaatama pikalt järele';järele;vaatama;literal;3.6;7.08;0;0;nosubj;noobj;0;0;all;19230;123733;778
